country,iso2,iso3,indicator_used,unit,cts_code,industry,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Philippines,PH,PHL,CO2 emissions intensities,Metric Tons of CO2 Emissions per $1million USD of output,ECNI,Postal and courier activities,196.6873706,156.8894952,229.6450939,354.295837,627.8713629,808.0,698.2543641,337.4233129,234.6041056,139.2572944,80.41355543,28.5850405,43.95604396,65.1465798,81.92771084,85.53971487,87.17762441,78.30342577,77.96101949,80.50603795,75.90666292,80.97165992,89.21542902,90.38413256
Philippines,PH,PHL,CO2 emissions intensities,Metric Tons of CO2 Emissions per $1million USD of output,ECNI,"Professional, scientific and technical activities",63.74940973,48.56512141,55.97014925,74.52907453,76.44394111,84.31329044,88.79388309,78.125,71.06598985,60.35161375,51.69279709,43.34102794,39.66987369,38.2209868,46.38330201,43.2607814,40.98484164,36.54476056,36.07772884,38.65610385,36.62405524,40.75691412,46.0314046,48.02092486
Philippines,PH,PHL,CO2 emissions intensities,Metric Tons of CO2 Emissions per $1million USD of output,ECNI,"Public administration and defence, compulsory social security",72.03818379,59.93516249,66.45375657,82.95858231,70.62999113,72.13053959,84.78682171,75.53241413,66.6652422,55.47072808,45.02016703,35.39307129,26.62484911,22.73269975,30.17292549,27.76035787,26.24495791,23.64161192,23.76715576,26.51392128,24.53399835,28.20397737,32.86744184,34.32741967
Philippines,PH,PHL,CO2 emissions intensities,Metric Tons of CO2 Emissions per $1million USD of output,ECNI,"Publishing, audiovisual and broadcasting activities",103.7599018,74.5823389,88.23529412,118.7863138,147.3049883,158.5636003,158.7493941,124.0916713,110.089782,92.81639756,78.69401423,61.79697264,46.4199415,39.84278253,43.49523225,38.17873303,33.2508506,28.6773449,28.83487008,31.42939611,29.01967897,32.46480647,37.39637543,38.96979841
Philippines,PH,PHL,CO2 emissions intensities,Metric Tons of CO2 Emissions per $1million USD of output,ECNI,Real estate activities,31.0768815,14.47969149,18.92602328,30.92134145,34.36028744,45.79580858,65.06567785,66.19061593,66.12298876,60.72466688,55.15517916,43.06325374,49.0068349,38.1847804,40.86582826,34.69023919,28.81309903,22.96607447,23.56788206,26.58765536,24.14703545,27.46373851,31.87273876,32.73464791
Philippines,PH,PHL,CO2 emissions intensities,Metric Tons of CO2 Emissions per $1million USD of output,ECNI,Rubber and plastics products,67.76283009,90.12256669,122.5490196,188.7970042,187.4325782,197.2386588,246.7532468,224.6630055,213.8220695,206.3725067,195.1547779,174.8728761,826.4799837,105.3055588,101.3171226,85.6336893,83.09751606,66.16905386,67.88337414,55.85200996,43.81846635,91.79824415,48.36563119,86.0114889
Philippines,PH,PHL,CO2 emissions intensities,Metric Tons of CO2 Emissions per $1million USD of output,ECNI,Telecommunications,36.10822575,18.58252499,23.12357847,35.71256214,52.13329441,64.93223515,68.29733164,50.18682687,44.47868875,35.16553144,30.17667069,26.3924281,23.10014438,25.33727469,31.30538867,29.57428594,28.6259542,25.24583522,25.49412776,28.57025123,25.91647643,29.77917005,34.59643757,35.97510523
Philippines,PH,PHL,CO2 emissions intensities,Metric Tons of CO2 Emissions per $1million USD of output,ECNI,"Textiles, textile products, leather and footwear",182.9657471,158.3145343,152.5698828,209.0174143,174.1485262,175.6945189,213.932764,200.8300604,210.1925128,218.8296545,198.5892823,136.6259668,88.9726673,54.90296221,42.15085046,28.22293323,15.82219343,9.736008684,52.55633607,53.46063936,13.30710484,11.3865694,12.06185753,9.816838461
Philippines,PH,PHL,CO2 emissions intensities,Metric Tons of CO2 Emissions per $1million USD of output,ECNI,Warehousing and support activities for transportation,218.8893393,221.5799615,238.2706952,293.9796716,264.8648649,272.5218865,244.3502825,213.6807818,185.6235206,156.6373676,125.8782201,88.20911224,108.6438073,103.6571685,118.9756936,112.7391287,104.0316649,96.2778844,93.1120236,94.56461453,94.07618273,99.42479373,107.0506656,111.6114662
Philippines,PH,PHL,CO2 emissions intensities,Metric Tons of CO2 Emissions per $1million USD of output,ECNI,"Water supply, sewerage, waste management and remediation activities",37.20930233,29.3070965,29.88898377,38.05381897,37.58515386,41.72803142,70.95158598,82.77189605,92.0301859,93.24009324,92.272203,76.51841224,71.67764432,57.40528129,58.60868088,48.8190107,39.69016068,32.77557357,32.24612782,35.48975867,33.20612579,37.10751665,41.63389925,43.36858875
Philippines,PH,PHL,CO2 emissions intensities,Metric Tons of CO2 Emissions per $1million USD of output,ECNI,Water transport,9716.042155,9968.69293,10963.27834,13885.50136,11163.81203,6633.527072,13244.32296,11225.7564,8877.967359,8661.29844,6950.900639,5802.915311,3913.408995,3272.533144,3780.869886,3265.306122,2744.82567,2303.949092,2272.93578,2385.482541,3112.030964,2893.270025,2895.568826,2616.418627
Philippines,PH,PHL,CO2 emissions intensities,Metric Tons of CO2 Emissions per $1million USD of output,ECNI,"Wholesale and retail trade, repair of motor vehicles",128.1447111,130.9489123,138.2705527,174.8186854,162.6196822,179.9722822,173.7537198,144.7499773,126.7353579,105.7624857,86.31455539,78.91130581,51.08203322,44.35751905,51.67833217,46.51527133,42.87413,39.24386469,38.64105427,41.337932,38.76408111,42.69891763,48.17652629,49.69696691
Philippines,PH,PHL,CO2 emissions intensities,Metric Tons of CO2 Emissions per $1million USD of output,ECNI,Wood and products of wood and cork,293.0096275,189.0077095,164.8909183,201.840788,181.4122244,147.2732575,191.2313433,207.9747562,208.4476138,207.1703263,185.8216971,148.761803,129.2326187,83.97658835,70.28024247,51.23635554,30.457525,22.00547163,22.41049467,19.91927452,30.23625275,28.04290072,27.26750861,28.37398746
Philippines,PH,PHL,CO2 emissions multipliers,Metric Tons of CO2 Emissions per $1million USD of output,ECNM,Accomodation and food services,371.805298,443.0231827,459.5339426,540.786321,404.1999064,412.9474369,453.3955037,438.3954277,461.9902804,443.0670043,429.1242824,355.2795437,247.9345499,226.4503241,248.141646,235.7327036,217.8623949,201.5166816,211.5650461,218.8069491,223.1495111,237.4082736,261.0295284,262.3243365
Philippines,PH,PHL,CO2 emissions multipliers,Metric Tons of CO2 Emissions per $1million USD of output,ECNM,Administrative and support services,462.8851342,359.7894767,377.243965,467.7102944,394.3906301,371.8496675,465.4587732,434.4965914,436.1392618,410.3431569,399.5119079,322.2759778,241.9890732,209.6999854,214.9065966,181.4463805,145.7361717,118.1053618,127.5490093,134.3156525,131.7099133,141.2742741,153.0520527,148.6236118
Philippines,PH,PHL,CO2 emissions multipliers,Metric Tons of CO2 Emissions per $1million USD of output,ECNM,"Agriculture, hunting, forestry",186.3854551,204.0747154,212.9810082,222.6555871,174.7831034,164.4941273,194.6772317,181.5603023,188.3960606,172.8327772,161.3901425,130.9947197,106.9070088,73.66442445,75.51712733,69.43837207,60.61305668,56.68224613,58.47350853,58.3470976,61.45997186,65.00189599,69.76057907,63.29790681
Philippines,PH,PHL,CO2 emissions multipliers,Metric Tons of CO2 Emissions per $1million USD of output,ECNM,Air transport,2150.595191,2421.007824,2794.829215,3111.576671,2826.154232,3204.418019,3310.352397,3081.28029,2982.098123,2887.105457,2637.940855,2204.605716,1600.717848,1479.635397,1596.593108,1433.235684,1365.677596,1292.047702,1276.457935,1430.543478,1420.775814,1563.447768,1578.694722,1574.235735
Philippines,PH,PHL,CO2 emissions multipliers,Metric Tons of CO2 Emissions per $1million USD of output,ECNM,"Arts, entertainment and recreation",313.5157809,282.5375513,311.5064955,396.4745148,368.3703612,417.2543901,433.3427243,346.096194,313.9745077,256.473855,225.3794912,165.3127051,176.0784473,171.0762589,194.8950453,185.8416341,170.9768755,161.1730287,169.2910675,175.6590948,177.767705,188.9073878,206.6234384,207.4368853
Philippines,PH,PHL,CO2 emissions multipliers,Metric Tons of CO2 Emissions per $1million USD of output,ECNM,Basic metals,1140.456196,1198.365128,1281.413729,1631.175746,1402.305829,1534.866423,1533.465804,1307.35752,1334.857348,1195.364266,965.0686723,851.8842858,856.3087507,764.9026744,717.2696198,481.3033471,400.4190515,385.9328877,434.5931728,555.3146455,577.1477836,582.4719875,462.7704917,486.1264343
Philippines,PH,PHL,CO2 emissions multipliers,Metric Tons of CO2 Emissions per $1million USD of output,ECNM,Chemicals and pharmaceutical products,1224.279189,849.3898408,1338.35962,908.8918785,1056.950898,1012.086948,721.9197252,593.6977286,599.8938605,531.8178435,496.487752,401.8980767,385.1701673,314.9764773,324.4307425,272.8087377,221.2278818,200.2746482,193.3273007,215.0126875,234.6219495,233.2366781,251.4425648,208.2402778
Philippines,PH,PHL,CO2 emissions multipliers,Metric Tons of CO2 Emissions per $1million USD of output,ECNM,Coke and refined petroleum products,838.1477778,638.2318965,536.2531669,762.2569766,554.0389635,422.1005944,463.9207816,560.8870138,552.3703876,480.0193405,352.231904,223.8037238,199.7429549,144.5396954,253.6840816,168.2448963,93.90203696,114.769853,132.0680159,143.3677415,215.5248448,247.3840747,234.5480034,165.4986605
Philippines,PH,PHL,CO2 emissions multipliers,Metric Tons of CO2 Emissions per $1million USD of output,ECNM,"Computer, electronic and optical products",227.3493419,67.43258735,74.10248215,114.6186002,270.355935,417.3052154,273.7753929,113.4074482,106.1401626,85.6189596,81.77253478,77.11571726,77.99928532,124.6700781,131.7787459,135.0347699,166.8857337,155.2687401,166.1922388,172.0365564,165.5492307,173.2344851,181.9185514,162.1140613
Philippines,PH,PHL,CO2 emissions multipliers,Metric Tons of CO2 Emissions per $1million USD of output,ECNM,Construction,621.3208259,615.2070924,680.0859161,922.1617841,809.4694449,780.9241683,704.274112,624.8900276,630.1481619,576.9653436,527.5360032,371.5859856,527.8262492,475.6372762,440.6673006,374.345146,306.0466647,258.1461007,267.266752,266.214292,276.6961352,286.657121,291.7125688,236.2689298
Philippines,PH,PHL,CO2 emissions multipliers,Metric Tons of CO2 Emissions per $1million USD of output,ECNM,Education,159.8281002,128.6169017,155.3270326,223.7074243,213.9987939,231.1596588,237.5950851,219.4342121,220.1771877,197.0163746,195.3092546,150.5713652,137.6477151,140.7565492,157.1089974,147.6828362,133.9383472,122.6313959,128.9892814,134.5523761,138.5380136,146.1540964,159.1549309,161.6736752
Philippines,PH,PHL,CO2 emissions multipliers,Metric Tons of CO2 Emissions per $1million USD of output,ECNM,Electrical equipment,255.795555,303.7250228,304.2081538,382.3163494,466.520332,474.2411969,541.1943736,482.5113835,597.6361748,668.9731158,777.8101541,688.6288099,549.2264293,441.7114656,351.0872119,256.2072173,198.7738306,141.6741072,150.8956616,155.9202856,150.8917442,157.5258135,164.4532147,145.3262963
Philippines,PH,PHL,CO2 emissions multipliers,Metric Tons of CO2 Emissions per $1million USD of output,ECNM,"Electricity, gas, steam and air conditioning supply",4637.24872,4635.310709,5288.648813,7130.437989,5506.779307,6668.335279,7192.153641,6612.584507,7093.069396,6888.990801,6652.898159,4895.68714,3324.030581,3022.115791,3226.9759,2936.871524,2593.30634,2502.767317,2704.688765,2786.590477,3020.206047,3160.742739,3486.150785,3601.617318
Philippines,PH,PHL,CO2 emissions multipliers,Metric Tons of CO2 Emissions per $1million USD of output,ECNM,Fabricated metal products,386.9802548,529.7782063,632.3933181,1024.524723,897.960691,1028.415716,1093.776826,987.5174807,1029.326766,955.2454429,862.6304993,628.1409845,533.7463416,455.1151309,443.5714672,329.9773191,259.9096982,237.2238125,257.7501012,274.197949,284.9530816,284.880017,267.4996142,250.8765483
Philippines,PH,PHL,CO2 emissions multipliers,Metric Tons of CO2 Emissions per $1million USD of output,ECNM,Financial and insurance activities,236.7034226,214.8807115,244.7516703,318.1550743,284.0634744,297.3036284,317.832493,282.6280962,275.5171381,247.2260538,232.0715694,182.2208708,165.1800686,140.2033281,145.4103482,125.3867142,109.8725251,95.65708809,98.13952545,103.138647,102.9775137,111.6333113,121.2219606,119.908411
Philippines,PH,PHL,CO2 emissions multipliers,Metric Tons of CO2 Emissions per $1million USD of output,ECNM,Fishing and aquaculture,610.1321398,576.177749,596.6892436,726.39413,598.742074,556.2755965,619.8027358,608.4750252,587.8021388,512.0852179,453.17895,335.2936234,250.8982226,234.8257399,214.043185,185.1388978,141.9916746,117.6498566,113.8453691,105.7747646,112.1483375,123.3697718,140.6709407,112.0224458
Philippines,PH,PHL,CO2 emissions multipliers,Metric Tons of CO2 Emissions per $1million USD of output,ECNM,"Food products, beverages and tobacco",465.7033495,566.7371968,563.7803847,674.1337308,479.1078776,473.246798,473.9724484,434.0878518,432.8680275,389.6319214,352.0582331,278.3416532,197.257386,180.7512528,191.8061165,184.9393801,168.527341,159.207986,163.4758405,166.1197315,168.2074892,187.0516886,195.5387256,182.7149619
Philippines,PH,PHL,CO2 emissions multipliers,Metric Tons of CO2 Emissions per $1million USD of output,ECNM,Human health and social work activities,419.3736018,211.7840357,275.0110053,355.0482444,367.0137133,388.1657817,483.9440123,433.3586388,467.4306849,451.1953344,476.3685607,386.4272788,313.6070773,300.886603,316.758321,291.7059883,253.9721475,231.3034346,240.5896172,247.8603016,254.670107,267.2106561,288.3722799,293.0367258
Philippines,PH,PHL,CO2 emissions multipliers,Metric Tons of CO2 Emissions per $1million USD of output,ECNM,IT and other information services,202.4290614,126.9026012,163.0501998,243.1501742,282.5735319,342.1208644,385.7915201,271.4045679,244.9701942,197.7176232,185.7558115,147.4999283,157.4881546,176.7252756,193.4709099,186.048786,182.2868227,170.5090798,180.9364179,188.8368345,186.4969962,197.5242974,216.9099804,229.6082411
Philippines,PH,PHL,CO2 emissions multipliers,Metric Tons of CO2 Emissions per $1million USD of output,ECNM,Land transport and transport via pipelines,1234.736855,1004.831495,1065.343989,1322.870448,1166.976779,1137.0866,1150.662631,1119.554965,1073.690179,997.728825,882.2541351,719.7873425,705.6247919,585.474133,646.05849,574.8678038,488.4170123,457.5682808,456.7174179,459.4892695,540.5359943,567.3246634,566.0954212,537.7040072
Philippines,PH,PHL,CO2 emissions multipliers,Metric Tons of CO2 Emissions per $1million USD of output,ECNM,Machinery and equipment n.e.c.,352.5714431,362.9603961,396.5601264,557.3430396,494.4780482,556.1981522,639.1117684,611.5530379,657.5413829,655.4100444,626.9261198,339.163814,407.6036381,337.2966567,324.6607351,248.6510743,200.159534,171.8036314,180.1755972,183.3221489,185.769013,192.2494136,196.767637,176.1243876
Philippines,PH,PHL,CO2 emissions multipliers,Metric Tons of CO2 Emissions per $1million USD of output,ECNM,"Manufacturing nec, repair and installation of machinery and equipment",590.2985121,443.8392716,464.6273123,587.012495,484.5030522,472.6333642,579.890428,524.2147417,523.1398738,499.8950754,461.9189779,354.4078042,961.360633,283.3978709,292.4325954,264.2311848,249.5700746,232.3181339,245.9254714,240.3965309,227.4896294,278.8970024,248.1293539,271.8186001
Philippines,PH,PHL,CO2 emissions multipliers,Metric Tons of CO2 Emissions per $1million USD of output,ECNM,"Mining and quarrying, energy producing products",4272.869421,4529.865158,4185.554433,5810.4325,4670.839666,6810.853061,4612.581799,5011.696928,5083.265312,3823.869096,3539.71293,1986.097624,2181.821208,1542.003493,1386.285676,1336.496588,841.0352015,836.7542932,679.8155692,759.833735,666.6174524,472.3560296,497.0474317,495.1783948
Philippines,PH,PHL,CO2 emissions multipliers,Metric Tons of CO2 Emissions per $1million USD of output,ECNM,"Mining and quarrying, non-energy producing products",947.9917641,808.47712,775.0702295,1071.593406,815.2967802,782.2620886,734.3141992,751.0622957,764.4492584,751.9826628,705.6628236,577.331367,445.627329,401.3429357,445.6159346,444.8225678,421.785444,405.5536669,417.1970248,406.3835519,434.0099877,365.9449379,384.1486114,339.5739683
Philippines,PH,PHL,CO2 emissions multipliers,Metric Tons of CO2 Emissions per $1million USD of output,ECNM,Mining support service activities,880.4163195,736.5262621,686.7345158,908.232259,696.7360314,670.2382644,495.7601132,434.4278293,396.918438,390.9004424,368.2925766,324.5620795,294.7517245,295.8258671,371.0397258,400.9727031,394.1974557,408.3664451,424.1470866,417.5281445,447.1750618,370.7399112,376.2435921,330.6257239
Philippines,PH,PHL,CO2 emissions multipliers,Metric Tons of CO2 Emissions per $1million USD of output,ECNM,"Motor vehicles, trailers and semi-trailers",216.6350367,225.3565099,289.1003813,428.9951704,385.1693172,438.4408379,442.6914549,386.2136627,386.8084655,378.7784619,366.7091498,226.4128288,282.8569873,230.9535933,209.8615137,167.5381543,150.9123754,129.2767474,140.0772505,144.434172,137.8441422,143.4223457,146.7020071,131.1809553
Philippines,PH,PHL,CO2 emissions multipliers,Metric Tons of CO2 Emissions per $1million USD of output,ECNM,Other non-metallic mineral products,4573.480464,4134.626305,4507.296326,5850.247791,4434.881192,4501.9983,4775.974946,4247.652218,4791.516661,4442.063838,4183.939274,3572.030099,3047.8176,3110.296146,2602.657623,2702.202342,2320.053654,1895.404155,1954.418813,1891.441742,1992.701771,2176.04758,2356.583017,1570.420633
Philippines,PH,PHL,CO2 emissions multipliers,Metric Tons of CO2 Emissions per $1million USD of output,ECNM,Other service activities,463.7363845,405.241314,524.5550877,659.0604588,620.3591078,584.7086456,545.6128492,340.8362241,329.2887826,280.4401664,285.7438247,229.1218282,317.0978452,276.0345549,251.9333275,205.4887503,186.4928099,143.9931838,157.5991188,168.1764141,155.9223887,165.8642135,183.4349257,176.7153304
Philippines,PH,PHL,CO2 emissions multipliers,Metric Tons of CO2 Emissions per $1million USD of output,ECNM,Other transport equipment,339.2967143,299.0376858,332.950444,483.8794292,432.8015259,471.7342946,496.4392315,409.9601907,389.7798026,346.2953653,307.1773716,246.3636326,214.9034556,198.0210336,201.5483933,168.9099169,159.5889708,141.811491,147.6031666,153.6522268,149.6253097,159.9371413,164.8689989,147.437018
Philippines,PH,PHL,CO2 emissions multipliers,Metric Tons of CO2 Emissions per $1million USD of output,ECNM,Paper products and printing,1605.65704,1081.789871,1010.58161,1534.401107,1372.511139,1369.284769,1453.254849,1333.206597,1320.626029,1191.463502,1083.205833,615.8208169,604.5804864,487.7554721,486.822989,428.417133,343.7622319,333.0512365,358.5029776,373.9806208,365.2790209,375.2210071,399.5046885,908.3062917
Philippines,PH,PHL,CO2 emissions multipliers,Metric Tons of CO2 Emissions per $1million USD of output,ECNM,"Pharmaceuticals, medicinal chemical and botanical products",1316.971222,980.6287873,1513.283527,1121.145044,1215.065614,1194.401496,1107.664084,1150.035981,1307.053301,1301.046323,1236.49171,950.4407455,800.1456465,605.6147409,566.1812893,436.5206811,320.2016843,243.6207688,235.2416964,256.556619,274.301889,279.1963581,303.2984318,265.2266632
Philippines,PH,PHL,CO2 emissions multipliers,Metric Tons of CO2 Emissions per $1million USD of output,ECNM,Postal and courier activities,327.5315549,225.0600545,303.0183909,455.9724553,772.9050708,954.5271626,837.4009381,424.245837,316.5280197,208.583073,152.3839783,93.0756601,126.6919762,177.009947,202.861119,202.4657953,201.5497362,181.0477883,188.9147592,196.4630534,194.2876909,204.9330452,221.1009294,216.034884
Philippines,PH,PHL,CO2 emissions multipliers,Metric Tons of CO2 Emissions per $1million USD of output,ECNM,"Professional, scientific and technical activities",307.3716234,221.1470675,245.6128963,318.1782282,302.364254,315.6893759,356.00338,337.9501781,367.1133393,364.0048965,390.4751372,337.5528836,292.1895631,246.0695431,234.9173877,196.9940078,165.05888,138.467162,144.0276065,149.1114134,150.739492,161.2113158,174.9329308,173.0612382
Philippines,PH,PHL,CO2 emissions multipliers,Metric Tons of CO2 Emissions per $1million USD of output,ECNM,"Public administration and defence, compulsory social security",282.0767035,209.9401586,234.9342373,305.3231412,263.967595,270.9025276,286.3731005,252.4294013,240.1476165,210.8008056,188.2922727,145.4001262,119.3929426,104.562549,118.7104252,107.9036873,100.0480303,93.7805567,97.37556614,102.6836662,103.1492415,111.1753852,120.3748461,121.4990599
Philippines,PH,PHL,CO2 emissions multipliers,Metric Tons of CO2 Emissions per $1million USD of output,ECNM,"Publishing, audiovisual and broadcasting activities",533.5315286,367.833086,437.0992358,587.5795972,644.7396495,688.3890889,703.1489101,577.8596139,573.9475208,523.0018772,512.1695367,388.6495958,369.4433469,320.0611412,317.7778717,276.1226958,230.1280646,209.1721686,222.0046269,227.4761041,228.8645858,239.3314502,258.1900924,314.0079553
Philippines,PH,PHL,CO2 emissions multipliers,Metric Tons of CO2 Emissions per $1million USD of output,ECNM,Real estate activities,120.2202841,110.9901779,118.8804161,154.0783485,131.773862,137.1577717,176.1438376,166.1840655,171.0546568,160.1566744,153.8084745,127.5051526,141.9340214,126.8278447,130.0614478,117.8947603,102.3620665,89.63467128,94.05661489,98.73626743,99.30739521,105.5565918,113.3650192,107.2086927
Philippines,PH,PHL,CO2 emissions multipliers,Metric Tons of CO2 Emissions per $1million USD of output,ECNM,Rubber and plastics products,751.5509663,515.8263799,579.0541902,724.9340947,631.5916914,637.9209792,768.8935689,712.087659,701.8933156,652.192566,614.34167,491.2117817,1144.105217,361.0236607,381.1187335,337.7578259,294.2114412,272.8171758,288.789334,278.4700724,277.5683749,329.4893675,300.2521184,324.033844
Philippines,PH,PHL,CO2 emissions multipliers,Metric Tons of CO2 Emissions per $1million USD of output,ECNM,Telecommunications,224.9992468,84.44517176,90.77555103,122.1108451,179.0608782,202.8850505,187.5621199,117.4206752,111.0094997,94.10926687,96.01738867,85.84357291,102.9599514,143.8194656,159.4935541,160.718033,167.5897252,156.8799655,167.162303,174.8998709,172.5363516,184.3324264,205.4744059,215.7156366
Philippines,PH,PHL,CO2 emissions multipliers,Metric Tons of CO2 Emissions per $1million USD of output,ECNM,"Textiles, textile products, leather and footwear",651.8803388,440.9511453,437.1111743,510.8175125,414.7927504,398.2342726,452.2210984,432.4071402,461.0870633,467.3721904,438.3946348,321.3028505,271.1539894,225.4577745,229.929634,199.35901,159.5771247,153.2382476,210.6306039,215.0900367,171.6407233,172.258549,184.7512651,173.1551129
Philippines,PH,PHL,CO2 emissions multipliers,Metric Tons of CO2 Emissions per $1million USD of output,ECNM,Warehousing and support activities for transportation,473.7772399,440.0109354,461.0914794,560.3867496,494.8614874,496.6534061,417.0916848,376.3445078,357.4484531,327.862794,306.8424557,244.249009,310.3126557,268.3791104,292.5027612,262.3069562,228.2345018,210.7679046,215.9935859,220.8437594,228.6940548,239.3592936,253.9968602,250.6039457
Philippines,PH,PHL,CO2 emissions multipliers,Metric Tons of CO2 Emissions per $1million USD of output,ECNM,"Water supply, sewerage, waste management and remediation activities",565.9059435,379.1713974,413.0961019,517.9828391,413.9988871,400.5948354,411.7865499,405.328067,437.4850304,429.2690465,435.218931,325.4360202,388.4193658,347.5028145,358.9085537,318.9946711,264.4719143,237.4353493,252.5125598,261.8863967,273.0324639,285.7828685,308.8249222,309.5416475
Philippines,PH,PHL,CO2 emissions multipliers,Metric Tons of CO2 Emissions per $1million USD of output,ECNM,Water transport,9983.423058,10180.6894,11161.85425,14139.75241,11384.81378,6853.115975,13469.87675,11427.59028,9065.53454,8819.947157,7081.787663,5898.373548,3996.397148,3346.315827,3883.65487,3354.823685,2817.377853,2378.389573,2353.323985,2469.355018,3216.426987,3003.12793,3002.883204,2706.784493
Philippines,PH,PHL,CO2 emissions multipliers,Metric Tons of CO2 Emissions per $1million USD of output,ECNM,"Wholesale and retail trade, repair of motor vehicles",424.7332887,392.8244308,405.0690942,482.2987587,414.743042,388.9129443,370.7910154,315.6096798,293.4874477,256.4562635,228.6753795,194.595021,192.8936522,185.5104781,214.0102114,198.7283283,181.9963074,173.0417881,180.8613393,187.7364639,188.5139759,199.0662758,217.5542073,212.5890165
Philippines,PH,PHL,CO2 emissions multipliers,Metric Tons of CO2 Emissions per $1million USD of output,ECNM,Wood and products of wood and cork,878.8760885,570.6805411,537.6210528,669.3572061,533.5650998,441.4882057,570.0266814,556.6847619,562.7117496,541.7539586,499.0201763,394.3374693,350.7881875,284.2113066,286.1231122,249.6722595,202.0930053,189.8994993,198.9266024,198.1673119,216.3574759,219.5541522,223.1519406,206.1010684
