country,iso2,iso3,indicator_used,unit,cts_code,sector,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
Philippines,PH,PHL,CO2 emissions in output of foreign controlled multinational enterprises,Metric tons of CO2,ECBIOF,"Computer, electronic and optical products",473.4379424,934.6155556,686.2994246,979.4131601,1034.367165,1537.123878,2381.309605,2496.621476,2322.609942,2259.284599,1891.973934,2342.015671
Philippines,PH,PHL,CO2 emissions in output of foreign controlled multinational enterprises,Metric tons of CO2,ECBIOF,Construction,227.1940234,335.3112378,365.2570839,410.0657013,362.9741369,429.6008989,377.4253015,704.2488938,706.5656851,555.5503187,528.180111,450.3980789
Philippines,PH,PHL,CO2 emissions in output of foreign controlled multinational enterprises,Metric tons of CO2,ECBIOF,Education,2.472324741,3.669273515,3.819365134,4.515483746,4.311840437,3.826974474,3.953939899,5.194556863,5.131250412,4.692914494,4.690150804,4.226895652
Philippines,PH,PHL,CO2 emissions in output of foreign controlled multinational enterprises,Metric tons of CO2,ECBIOF,Electrical equipment,307.0890272,294.1895877,192.6466994,190.0293177,171.3385832,236.2637761,219.8125036,327.0254477,295.3428601,288.0260732,244.4466175,239.6719319
Philippines,PH,PHL,CO2 emissions in output of foreign controlled multinational enterprises,Metric tons of CO2,ECBIOF,"Electricity, gas, water supply, sewerage, waste and remediation services",797.6920779,949.3911966,1022.874933,1004.904668,1095.104927,985.1217435,805.8130337,1260.814517,1282.035602,1327.634731,1482.215538,1348.294973
Philippines,PH,PHL,CO2 emissions in output of foreign controlled multinational enterprises,Metric tons of CO2,ECBIOF,Fabricated metal products,28.32835133,23.25531939,31.19869924,40.63866728,43.37856324,58.65364963,51.15366065,67.1340937,85.19057509,87.47571065,60.8637877,81.37027793
Philippines,PH,PHL,CO2 emissions in output of foreign controlled multinational enterprises,Metric tons of CO2,ECBIOF,Financial and insurance activities,434.5108543,531.3351666,322.0808259,420.2298493,284.5113414,273.5136955,219.9058449,272.295781,228.4371473,231.1292739,195.7998903,131.5348337
Philippines,PH,PHL,CO2 emissions in output of foreign controlled multinational enterprises,Metric tons of CO2,ECBIOF,"Food products, beverages and tobacco",411.1849871,448.2962203,378.9604393,445.3372516,420.4564753,530.3528579,564.6805736,802.6794232,689.9545603,573.8650583,541.162029,496.9370465
Philippines,PH,PHL,CO2 emissions in output of foreign controlled multinational enterprises,Metric tons of CO2,ECBIOF,Human health and social work,10.45326369,23.72309697,24.17708129,27.27844723,23.06448143,19.9839288,21.73718436,25.47487091,33.80686897,31.37368057,27.24216931,24.03180962
Philippines,PH,PHL,CO2 emissions in output of foreign controlled multinational enterprises,Metric tons of CO2,ECBIOF,IT and other information services,58.92739621,74.51174845,60.99579416,80.66309506,101.2111384,129.0678078,153.5660615,243.6444844,218.2014994,243.2526686,235.9950529,231.6152809
Philippines,PH,PHL,CO2 emissions in output of foreign controlled multinational enterprises,Metric tons of CO2,ECBIOF,"Machinery and equipment, nec",273.8069252,292.0943631,223.8541668,344.263469,279.9460152,426.8929446,393.6452776,515.8626279,627.1261018,657.5112513,500.8726944,592.4864757
Philippines,PH,PHL,CO2 emissions in output of foreign controlled multinational enterprises,Metric tons of CO2,ECBIOF,Mining and quarrying,8.441815912,3.18532493,1.44431225,6.697530661,5.024417656,5.168952671,4.511815581,9.485256249,7.519429395,10.26271645,3.611912262,6.741029176
Philippines,PH,PHL,CO2 emissions in output of foreign controlled multinational enterprises,Metric tons of CO2,ECBIOF,"Motor vehicles, trailers and semi-trailers",498.9924612,469.7700935,950.344399,1192.822581,856.9366052,1117.255083,1131.855179,1358.109286,1481.931863,1491.341686,1346.478129,1280.073233
Philippines,PH,PHL,CO2 emissions in output of foreign controlled multinational enterprises,Metric tons of CO2,ECBIOF,Other business sector services,172.3864762,205.0538621,168.3933635,193.6085128,161.2078008,211.0774871,191.4538335,305.7597534,253.4174829,207.5188282,199.7474088,187.1558243
Philippines,PH,PHL,CO2 emissions in output of foreign controlled multinational enterprises,Metric tons of CO2,ECBIOF,"Other manufacturing, repair and installation of machinery and equipment",174.2101766,235.9063335,243.0629794,211.2628716,191.7929567,253.6846307,227.5846416,389.0496887,378.0548766,362.9323647,285.5306111,313.9625769
Philippines,PH,PHL,CO2 emissions in output of foreign controlled multinational enterprises,Metric tons of CO2,ECBIOF,Other non-metallic mineral products,71.84681077,73.56563678,65.34123596,85.99412611,57.1423923,108.6916851,90.22862407,120.7345775,127.2654931,123.8555733,91.74140928,97.15202037
Philippines,PH,PHL,CO2 emissions in output of foreign controlled multinational enterprises,Metric tons of CO2,ECBIOF,Other transport equipment,82.24925046,92.0681414,83.63949699,141.0606221,75.97597034,154.5865799,109.5188421,168.4860384,193.401454,186.9959599,146.9088139,207.4305094
Philippines,PH,PHL,CO2 emissions in output of foreign controlled multinational enterprises,Metric tons of CO2,ECBIOF,Paper products and printing,99.58933311,100.874026,119.7211528,131.2998224,99.68132429,152.6741019,112.6532512,155.1173995,153.8589012,139.6046653,132.9340535,130.0062318
Philippines,PH,PHL,CO2 emissions in output of foreign controlled multinational enterprises,Metric tons of CO2,ECBIOF,"Publishing, audiovisual and broadcasting activities",71.76830524,104.7714993,84.57960335,110.4338607,148.5067119,184.7478305,198.5419598,353.5551363,310.5075851,330.6861302,289.5097796,246.2732855
Philippines,PH,PHL,CO2 emissions in output of foreign controlled multinational enterprises,Metric tons of CO2,ECBIOF,Real estate activities,23.8165947,32.69240468,18.96353339,20.27172211,16.9227828,16.61472674,14.44278247,20.46268974,18.86527929,15.70620487,15.96900362,13.05896535
Philippines,PH,PHL,CO2 emissions in output of foreign controlled multinational enterprises,Metric tons of CO2,ECBIOF,Rubber and plastic products,145.6289939,197.5555998,222.8875694,178.6941782,144.9156175,159.4228756,123.5516254,79.93762039,186.5702452,149.9048706,140.3178217,137.0083513
Philippines,PH,PHL,CO2 emissions in output of foreign controlled multinational enterprises,Metric tons of CO2,ECBIOF,Telecommunications,29.19303846,50.82859367,62.5962388,75.57441436,65.19861743,62.09265609,69.09873411,85.21530237,54.97985114,57.91119586,49.4423631,45.52519826
Philippines,PH,PHL,CO2 emissions in output of foreign controlled multinational enterprises,Metric tons of CO2,ECBIOF,"Textiles, wearing apparel, leather and related products",30.0930062,72.52979339,53.85154563,47.84352569,41.51927529,52.34213422,49.14914394,73.85785264,55.94046485,60.42190619,56.74752083,52.32745061
Philippines,PH,PHL,CO2 emissions in output of foreign controlled multinational enterprises,Metric tons of CO2,ECBIOF,Transportation and storage,439.1901988,658.2830182,620.9527658,517.0245779,502.7207551,829.4036242,643.1090482,1826.568478,1250.306729,787.1491196,1024.662829,794.5139233
Philippines,PH,PHL,CO2 emissions in output of foreign controlled multinational enterprises,Metric tons of CO2,ECBIOF,"Wholesale and retail trade, repair of motor vehicles",219.9667132,323.188187,329.9077175,379.6491039,298.7660517,431.720947,404.6616047,837.4961224,596.1971264,443.749458,413.2389779,388.0071587
Philippines,PH,PHL,CO2 emissions in output of foreign controlled multinational enterprises,Metric tons of CO2,ECBIOF,Wood and products of wood and cork,7.478212848,5.256600309,5.130851912,4.856622457,4.244150207,5.850298763,4.048868201,7.255016397,6.07519312,4.360251677,2.981979243,2.833820003
Philippines,PH,PHL,CO2 emissions per unit of output for foreign controlled multinational enterprises,Metric tons of CO2 per million US$ of output,ECBIPF,Accommodation and food services,0.718302032,0.693139099,0.391207234,0.370811844,0.370838621,0.389467071,0.368999597,0.492352918,0.418515296,0.36369357,0.373280341,0.35255598
Philippines,PH,PHL,CO2 emissions per unit of output for foreign controlled multinational enterprises,Metric tons of CO2 per million US$ of output,ECBIPF,"Agriculture, forestry and fishing",0.888443678,0.561747961,0.401084354,0.365971711,0.3862734,0.402953386,0.332366326,0.481506438,0.408043685,0.318514157,0.344047785,0.305804121
Philippines,PH,PHL,CO2 emissions per unit of output for foreign controlled multinational enterprises,Metric tons of CO2 per million US$ of output,ECBIPF,"Arts, entertainment, recreation and other service activities",0.630029463,0.936014738,0.644746005,0.621565451,0.660217364,0.693161247,0.637814744,0.695671911,0.636430915,0.574082803,0.573763142,0.561707655
Philippines,PH,PHL,CO2 emissions per unit of output for foreign controlled multinational enterprises,Metric tons of CO2 per million US$ of output,ECBIPF,Basic metals,2.36340624,2.831992433,2.238644066,1.887258595,2.335780698,2.215792077,1.560480971,2.40615865,2.365748815,2.334353993,1.974952325,1.562116766
Philippines,PH,PHL,CO2 emissions per unit of output for foreign controlled multinational enterprises,Metric tons of CO2 per million US$ of output,ECBIPF,Chemicals and pharmaceutical products,1.036401241,1.137547343,0.884358656,0.76794914,0.758527147,0.91031951,0.609166945,1.149743802,1.020674759,0.710903101,0.831446486,0.669992896
Philippines,PH,PHL,CO2 emissions per unit of output for foreign controlled multinational enterprises,Metric tons of CO2 per million US$ of output,ECBIPF,Coke and refined petroleum products,7.559075,8.045537559,1.328391591,0.641748968,1.00487861,3.772301612,0.712348399,0.861893109,0.845426208,0.81224219,0.822472433,0.685961553
Philippines,PH,PHL,CO2 emissions per unit of output for foreign controlled multinational enterprises,Metric tons of CO2 per million US$ of output,ECBIPF,"Computer, electronic and optical products",0.277663615,0.328012433,0.25446546,0.275827033,0.299480255,0.326077773,0.39379909,0.46489494,0.42497957,0.405078447,0.433333706,0.438517465
Philippines,PH,PHL,CO2 emissions per unit of output for foreign controlled multinational enterprises,Metric tons of CO2 per million US$ of output,ECBIPF,Construction,0.72828686,0.838096863,0.730738961,0.684417735,0.787836988,0.801621493,0.596301931,1.034721921,0.944724932,0.706393598,0.711631974,0.602184095
Philippines,PH,PHL,CO2 emissions per unit of output for foreign controlled multinational enterprises,Metric tons of CO2 per million US$ of output,ECBIPF,Education,0.884901128,0.63347428,0.53679979,0.546059238,0.51092852,0.553528528,0.490501491,0.596510218,0.543000513,0.495564896,0.507080014,0.459965357
Philippines,PH,PHL,CO2 emissions per unit of output for foreign controlled multinational enterprises,Metric tons of CO2 per million US$ of output,ECBIPF,Electrical equipment,0.765933681,0.757596141,0.578305887,0.594640871,0.765832693,0.709068742,0.627101788,0.90275118,0.89694283,0.875948126,0.818135025,0.77646313
Philippines,PH,PHL,CO2 emissions per unit of output for foreign controlled multinational enterprises,Metric tons of CO2 per million US$ of output,ECBIPF,"Electricity, gas, water supply, sewerage, waste and remediation services",3.060032934,3.177785741,2.654165491,2.195529862,2.659772453,2.793049178,1.807677559,2.713392276,2.618722965,2.462583773,2.945617283,2.708936554
Philippines,PH,PHL,CO2 emissions per unit of output for foreign controlled multinational enterprises,Metric tons of CO2 per million US$ of output,ECBIPF,Fabricated metal products,1.169434389,1.270888769,1.098531618,1.015547646,1.256691127,1.060033586,0.810182426,1.177770789,1.248418537,1.159886392,1.14580877,0.952516804
Philippines,PH,PHL,CO2 emissions per unit of output for foreign controlled multinational enterprises,Metric tons of CO2 per million US$ of output,ECBIPF,Financial and insurance activities,0.308966893,0.376007867,0.229124986,0.229459072,0.20776111,0.217751827,0.184230778,0.239760554,0.20513273,0.182396433,0.186027257,0.162349202
Philippines,PH,PHL,CO2 emissions per unit of output for foreign controlled multinational enterprises,Metric tons of CO2 per million US$ of output,ECBIPF,"Food products, beverages and tobacco",0.546170052,0.485765963,0.335587009,0.329606414,0.315346842,0.345786861,0.313157153,0.4403519,0.390966881,0.318012836,0.327032117,0.3009288
Philippines,PH,PHL,CO2 emissions per unit of output for foreign controlled multinational enterprises,Metric tons of CO2 per million US$ of output,ECBIPF,Human health and social work,0.610119604,0.743795318,0.595766107,0.596865168,0.568478891,0.562621287,0.523215313,0.556359811,0.736581824,0.656343557,0.595074461,0.524501922
Philippines,PH,PHL,CO2 emissions per unit of output for foreign controlled multinational enterprises,Metric tons of CO2 per million US$ of output,ECBIPF,IT and other information services,0.251107667,0.338704611,0.244252361,0.263259033,0.261226918,0.284506204,0.291297763,0.375705209,0.308222242,0.280497418,0.263831739,0.270937301
Philippines,PH,PHL,CO2 emissions per unit of output for foreign controlled multinational enterprises,Metric tons of CO2 per million US$ of output,ECBIPF,"Machinery and equipment, nec",0.791142505,0.940712599,0.677069294,0.726850737,0.860607219,0.789900218,0.657874896,0.982723532,0.940765373,0.904163801,0.902340077,0.853840168
Philippines,PH,PHL,CO2 emissions per unit of output for foreign controlled multinational enterprises,Metric tons of CO2 per million US$ of output,ECBIPF,Mining and quarrying,0.715314667,0.831866413,0.585549119,0.636869025,0.643323673,0.62229463,0.431379088,0.921879151,0.861641376,0.767214589,0.705032654,0.592429279
Philippines,PH,PHL,CO2 emissions per unit of output for foreign controlled multinational enterprises,Metric tons of CO2 per million US$ of output,ECBIPF,"Motor vehicles, trailers and semi-trailers",0.829534222,0.932283301,0.647331486,0.668895389,0.768791602,0.681932634,0.584527451,0.710855942,0.725630673,0.671230196,0.620028525,0.550458031
Philippines,PH,PHL,CO2 emissions per unit of output for foreign controlled multinational enterprises,Metric tons of CO2 per million US$ of output,ECBIPF,Other business sector services,0.39063389,0.527428112,0.358787464,0.3672594,0.361247466,0.411424702,0.348822046,0.523782974,0.428447129,0.329593914,0.322481828,0.287536582
Philippines,PH,PHL,CO2 emissions per unit of output for foreign controlled multinational enterprises,Metric tons of CO2 per million US$ of output,ECBIPF,"Other manufacturing, repair and installation of machinery and equipment",0.687911325,0.695798791,0.639458949,0.523615729,0.601990268,0.587115426,0.497115579,0.756927371,0.717806238,0.61741809,0.596459106,0.511055688
Philippines,PH,PHL,CO2 emissions per unit of output for foreign controlled multinational enterprises,Metric tons of CO2 per million US$ of output,ECBIPF,Other non-metallic mineral products,1.767004419,2.302883304,1.781035655,1.739615562,1.636532326,1.840656528,1.33723195,2.024983652,1.891892894,1.695969501,1.568091916,1.316594001
Philippines,PH,PHL,CO2 emissions per unit of output for foreign controlled multinational enterprises,Metric tons of CO2 per million US$ of output,ECBIPF,Other transport equipment,0.683579613,0.75329539,0.589473143,0.804083445,0.758544817,0.948951976,0.592671107,1.023847052,0.9841198,1.011874748,0.739801873,0.947011339
Philippines,PH,PHL,CO2 emissions per unit of output for foreign controlled multinational enterprises,Metric tons of CO2 per million US$ of output,ECBIPF,Paper products and printing,1.326184419,1.541933102,1.278088392,1.21667167,1.152003318,1.257419992,0.923819423,1.336736773,1.22973717,1.04825427,1.056082467,0.926193291
Philippines,PH,PHL,CO2 emissions per unit of output for foreign controlled multinational enterprises,Metric tons of CO2 per million US$ of output,ECBIPF,"Publishing, audiovisual and broadcasting activities",0.543720045,0.74170692,0.496732874,0.504070071,0.479268218,0.52158965,0.484304952,0.668466497,0.558052921,0.49245123,0.46639193,0.45680126
Philippines,PH,PHL,CO2 emissions per unit of output for foreign controlled multinational enterprises,Metric tons of CO2 per million US$ of output,ECBIPF,Real estate activities,0.322669964,0.28109511,0.131800723,0.114503218,0.118949353,0.12094315,0.090351498,0.114327423,0.10488082,0.082921752,0.087929602,0.071584524
Philippines,PH,PHL,CO2 emissions per unit of output for foreign controlled multinational enterprises,Metric tons of CO2 per million US$ of output,ECBIPF,Rubber and plastic products,0.959122163,1.11647591,0.901630287,0.777623902,0.784992133,0.874367642,0.651019083,0.994049102,0.911309219,0.713923646,0.763961442,0.657108714
Philippines,PH,PHL,CO2 emissions per unit of output for foreign controlled multinational enterprises,Metric tons of CO2 per million US$ of output,ECBIPF,Telecommunications,0.441332099,0.353491558,0.29253729,0.312957068,0.291768257,0.314120731,0.339402658,0.428756872,0.342258475,0.327350405,0.302177264,0.293309535
Philippines,PH,PHL,CO2 emissions per unit of output for foreign controlled multinational enterprises,Metric tons of CO2 per million US$ of output,ECBIPF,"Textiles, wearing apparel, leather and related products",0.878622006,0.724336328,0.519134949,0.510229463,0.484162482,0.555726551,0.442553839,0.672204287,0.542273333,0.520283883,0.509625536,0.474465241
Philippines,PH,PHL,CO2 emissions per unit of output for foreign controlled multinational enterprises,Metric tons of CO2 per million US$ of output,ECBIPF,Transportation and storage,1.823905337,1.775703954,1.349809405,1.093248051,1.161045416,1.548152421,1.241635111,2.526880061,2.032677553,1.130215518,1.526124121,1.211822729
Philippines,PH,PHL,CO2 emissions per unit of output for foreign controlled multinational enterprises,Metric tons of CO2 per million US$ of output,ECBIPF,"Wholesale and retail trade, repair of motor vehicles",0.508568526,0.522395362,0.410928924,0.405958645,0.381763142,0.475363037,0.378918606,0.692763874,0.54620672,0.388770768,0.400298342,0.348120746
Philippines,PH,PHL,CO2 emissions per unit of output for foreign controlled multinational enterprises,Metric tons of CO2 per million US$ of output,ECBIPF,Wood and products of wood and cork,1.003061393,1.080421085,0.802052996,0.766717586,0.755820606,0.885166438,0.595807687,1.084693541,0.904976975,0.670201371,0.692093202,0.551604593
Philippines,PH,PHL,CO2 emissions per unit of output of domestic controlled enterprises,Metric tons of CO2 per million US$ of output,ECBIPD,Accommodation and food services,0.540668293,0.706554874,0.408886105,0.397431423,0.391503082,0.414345668,0.388098717,0.518264836,0.439689404,0.379016451,0.406283345,0.384314026
Philippines,PH,PHL,CO2 emissions per unit of output of domestic controlled enterprises,Metric tons of CO2 per million US$ of output,ECBIPD,"Agriculture, forestry and fishing",0.487123546,0.519169514,0.362690656,0.344785643,0.331514773,0.361434038,0.314295241,0.472550333,0.425282306,0.328937377,0.353297137,0.31660662
Philippines,PH,PHL,CO2 emissions per unit of output of domestic controlled enterprises,Metric tons of CO2 per million US$ of output,ECBIPD,"Arts, entertainment, recreation and other service activities",0.792259583,1.051530339,0.754660623,0.725219862,0.751066896,0.776687715,0.715158688,0.752483983,0.67915507,0.628340311,0.638197554,0.625837349
Philippines,PH,PHL,CO2 emissions per unit of output of domestic controlled enterprises,Metric tons of CO2 per million US$ of output,ECBIPD,Basic metals,3.900058839,3.839271298,3.021014362,3.033975016,3.482028721,3.025253601,2.570176904,3.291812011,3.263914422,3.786488267,3.914805086,3.922536568
Philippines,PH,PHL,CO2 emissions per unit of output of domestic controlled enterprises,Metric tons of CO2 per million US$ of output,ECBIPD,Chemicals and pharmaceutical products,1.499791062,1.640489344,1.277574518,1.137151029,1.095752897,1.219487525,0.885599418,1.336274624,1.209796472,0.960652832,1.053555148,0.896419261
Philippines,PH,PHL,CO2 emissions per unit of output of domestic controlled enterprises,Metric tons of CO2 per million US$ of output,ECBIPD,Coke and refined petroleum products,1.461133559,1.326542716,1.015224884,0.879452906,0.968019754,0.999319634,0.596042108,1.094295984,1.092718462,0.860860772,1.115307939,0.950563086
Philippines,PH,PHL,CO2 emissions per unit of output of domestic controlled enterprises,Metric tons of CO2 per million US$ of output,ECBIPD,"Computer, electronic and optical products",0.298499147,0.348829352,0.247400035,0.265421942,0.280836948,0.306077533,0.367633935,0.427456878,0.404434643,0.375990363,0.3533153,0.373677046
Philippines,PH,PHL,CO2 emissions per unit of output of domestic controlled enterprises,Metric tons of CO2 per million US$ of output,ECBIPD,Construction,0.97565082,1.047470842,0.889193672,0.839232333,0.898709018,0.899623047,0.715439859,0.992949964,0.991110625,0.923665505,0.94866927,0.859201323
Philippines,PH,PHL,CO2 emissions per unit of output of domestic controlled enterprises,Metric tons of CO2 per million US$ of output,ECBIPD,Education,0.581735007,0.651718552,0.559537886,0.561224169,0.524471518,0.563023039,0.503383221,0.614591676,0.556270906,0.516117875,0.525157731,0.478733984
Philippines,PH,PHL,CO2 emissions per unit of output of domestic controlled enterprises,Metric tons of CO2 per million US$ of output,ECBIPD,Electrical equipment,0.883616744,0.888508976,0.647365546,0.682485081,0.832034087,0.7436502,0.659559981,0.949403832,0.944808151,0.936301933,0.908017618,0.875973188
Philippines,PH,PHL,CO2 emissions per unit of output of domestic controlled enterprises,Metric tons of CO2 per million US$ of output,ECBIPD,"Electricity, gas, water supply, sewerage, waste and remediation services",10.01349752,10.54961044,9.841906597,9.586469844,9.023856359,9.00482941,7.865060171,9.234552862,8.928416467,8.821889311,8.965754069,8.236421492
Philippines,PH,PHL,CO2 emissions per unit of output of domestic controlled enterprises,Metric tons of CO2 per million US$ of output,ECBIPD,Fabricated metal products,1.75092969,1.801653819,1.347689362,1.287034338,1.45467837,1.2940737,1.068394573,1.379771737,1.423264114,1.44509671,1.473086729,1.350367131
Philippines,PH,PHL,CO2 emissions per unit of output of domestic controlled enterprises,Metric tons of CO2 per million US$ of output,ECBIPD,Financial and insurance activities,0.339226032,0.422714652,0.271877548,0.269019274,0.249857291,0.252987206,0.219644499,0.280895366,0.237346455,0.217430808,0.204891317,0.180918718
Philippines,PH,PHL,CO2 emissions per unit of output of domestic controlled enterprises,Metric tons of CO2 per million US$ of output,ECBIPD,"Food products, beverages and tobacco",0.443929512,0.485438019,0.340588473,0.335872244,0.309547608,0.342038605,0.309874884,0.425612884,0.380559367,0.316936502,0.338572768,0.312152395
Philippines,PH,PHL,CO2 emissions per unit of output of domestic controlled enterprises,Metric tons of CO2 per million US$ of output,ECBIPD,Human health and social work,0.498045388,0.746514352,0.603952669,0.582445644,0.534231202,0.548320003,0.519086589,0.549940162,0.729318155,0.655639096,0.594643999,0.52406499
Philippines,PH,PHL,CO2 emissions per unit of output of domestic controlled enterprises,Metric tons of CO2 per million US$ of output,ECBIPD,IT and other information services,0.305532674,0.390428927,0.285090019,0.307838083,0.298006585,0.324376143,0.331080513,0.415664734,0.350530449,0.318981778,0.294644586,0.314519247
Philippines,PH,PHL,CO2 emissions per unit of output of domestic controlled enterprises,Metric tons of CO2 per million US$ of output,ECBIPD,"Machinery and equipment, nec",0.971148824,1.173588282,0.824767959,0.863047742,0.951562726,0.892466021,0.762117209,1.018719225,1.006212547,1.031773684,1.077536019,1.091637866
Philippines,PH,PHL,CO2 emissions per unit of output of domestic controlled enterprises,Metric tons of CO2 per million US$ of output,ECBIPD,Mining and quarrying,1.592610781,1.70985583,1.532393024,1.368966318,1.217532679,1.228171762,1.112539755,1.387908253,1.373571092,1.391064603,1.381088736,1.256204627
Philippines,PH,PHL,CO2 emissions per unit of output of domestic controlled enterprises,Metric tons of CO2 per million US$ of output,ECBIPD,"Motor vehicles, trailers and semi-trailers",1.166520464,1.344236417,0.892611873,0.941275627,0.954625849,0.888530961,0.767858029,0.778769378,0.903309335,0.680049648,0.652669919,0.612405817
Philippines,PH,PHL,CO2 emissions per unit of output of domestic controlled enterprises,Metric tons of CO2 per million US$ of output,ECBIPD,Other business sector services,0.586832418,0.753078839,0.518505837,0.513160649,0.499684999,0.531789017,0.480516945,0.575132527,0.524891186,0.497071342,0.517135516,0.514242736
Philippines,PH,PHL,CO2 emissions per unit of output of domestic controlled enterprises,Metric tons of CO2 per million US$ of output,ECBIPD,"Other manufacturing, repair and installation of machinery and equipment",2.014494286,2.129242845,1.844919006,1.896246724,1.905148179,2.376358976,2.24220653,2.149350715,2.355732927,2.177237278,2.394698325,2.212763757
Philippines,PH,PHL,CO2 emissions per unit of output of domestic controlled enterprises,Metric tons of CO2 per million US$ of output,ECBIPD,Other non-metallic mineral products,4.451840257,4.303633756,3.373971973,2.928365821,2.971687719,2.921182283,2.636431759,3.140035433,3.442991897,3.226010828,3.096389571,2.689256291
Philippines,PH,PHL,CO2 emissions per unit of output of domestic controlled enterprises,Metric tons of CO2 per million US$ of output,ECBIPD,Other transport equipment,0.944149945,1.064570711,0.825274945,0.868738591,1.019082278,0.951760644,0.856487325,1.045633633,0.993496612,0.882872273,0.933434215,0.909248831
Philippines,PH,PHL,CO2 emissions per unit of output of domestic controlled enterprises,Metric tons of CO2 per million US$ of output,ECBIPD,Paper products and printing,1.997276236,2.05875243,1.66532112,1.554005062,1.551647972,1.63993958,1.245599204,1.579309608,1.480442185,1.258142846,1.239884605,1.130917945
Philippines,PH,PHL,CO2 emissions per unit of output of domestic controlled enterprises,Metric tons of CO2 per million US$ of output,ECBIPD,"Public admin. and defence, compulsory social security",0.503651702,0.617646812,0.48392512,0.486724979,0.445302208,0.507816319,0.432098514,0.59997655,0.514914165,0.437807582,0.450517269,0.423662125
Philippines,PH,PHL,CO2 emissions per unit of output of domestic controlled enterprises,Metric tons of CO2 per million US$ of output,ECBIPD,"Publishing, audiovisual and broadcasting activities",0.496601332,0.764843356,0.523255187,0.534794857,0.506289118,0.55000887,0.51683885,0.697445664,0.580957733,0.524480226,0.500172737,0.491201522
Philippines,PH,PHL,CO2 emissions per unit of output of domestic controlled enterprises,Metric tons of CO2 per million US$ of output,ECBIPD,Real estate activities,0.43690073,0.645444257,0.42602195,0.393448839,0.365918647,0.352590976,0.304106534,0.328364363,0.304562931,0.289478095,0.303939536,0.259742939
Philippines,PH,PHL,CO2 emissions per unit of output of domestic controlled enterprises,Metric tons of CO2 per million US$ of output,ECBIPD,Rubber and plastic products,2.679537316,2.829190037,2.560838128,2.599075208,2.856826352,2.948101307,2.47157296,2.439316007,2.607941397,2.284205686,2.312264248,2.342293214
Philippines,PH,PHL,CO2 emissions per unit of output of domestic controlled enterprises,Metric tons of CO2 per million US$ of output,ECBIPD,Telecommunications,0.416297734,0.467947633,0.397229062,0.432779322,0.420663435,0.464941124,0.49696904,0.575563941,0.481540828,0.491211453,0.433505159,0.416062848
Philippines,PH,PHL,CO2 emissions per unit of output of domestic controlled enterprises,Metric tons of CO2 per million US$ of output,ECBIPD,"Textiles, wearing apparel, leather and related products",0.611664658,0.730618099,0.52225603,0.531103107,0.462808012,0.50629231,0.438977382,0.634973112,0.494078613,0.439550037,0.454895211,0.408631349
Philippines,PH,PHL,CO2 emissions per unit of output of domestic controlled enterprises,Metric tons of CO2 per million US$ of output,ECBIPD,Transportation and storage,1.227511022,1.323490017,0.906571835,0.862987375,0.474166305,1.097502307,0.803957218,1.380302696,1.204202133,0.867815303,1.044899892,0.899676792
Philippines,PH,PHL,CO2 emissions per unit of output of domestic controlled enterprises,Metric tons of CO2 per million US$ of output,ECBIPD,"Wholesale and retail trade, repair of motor vehicles",0.496543782,0.557414637,0.436822449,0.447454763,0.408221061,0.461452839,0.392725783,0.567140838,0.477828014,0.420417205,0.410505427,0.378956851
Philippines,PH,PHL,CO2 emissions per unit of output of domestic controlled enterprises,Metric tons of CO2 per million US$ of output,ECBIPD,Wood and products of wood and cork,0.865199054,1.2420758,0.823040387,0.803003339,0.751599481,0.879342289,0.68661535,1.02711261,0.878779218,0.757411738,0.768056364,0.67423381
